col.in,col.out,Unit,Unit_Basis,Analysis_DetectionLimit,Analysis_Precision,Data_Status
NPOC_after_correcting_for_dilution,Organic_Carbon,milligrams_per_liter,as_Carbon,-9999,-9999,adjusted for dilutions
